Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
03-01-2019,545.07,551.46,540.14,547.39,6827249
04-01-2019,538.47,548.93,530.28,547.18,7889310
07-01-2019,547.14,548.69,538.83,541.69,8046340
08-01-2019,545.80,551.83,544.58,549.79,8621545
09-01-2019,550.73,561.89,540.87,558.95,18130292
10-01-2019,553.66,555.53,547.84,555.21,9572493
11-01-2019,556.75,558.38,547.79,554.07,12281903
14-01-2019,571.74,578.50,566.90,575.90,19312937
15-01-2019,591.86,594.63,576.06,576.06,19671304
16-01-2019,600.17,600.99,593.41,594.55,9658944
17-01-2019,597.36,601.96,593.90,599.36,6903771
18-01-2019,595.41,599.68,591.62,594.63,5902151
21-01-2019,606.85,611.74,597.89,601.31,8129422
22-01-2019,607.14,610.11,597.89,603.80,6723375
23-01-2019,595.98,604.90,593.98,604.69,7212099
24-01-2019,599.54,602.90,590.53,596.34,7429783
25-01-2019,598.19,604.37,593.19,596.26,5543112
28-01-2019,596.22,600.03,588.89,598.72,7944693
29-01-2019,596.18,600.23,586.84,594.21,6760819
30-01-2019,594.54,601.83,590.61,596.18,5763026
31-01-2019,613.91,615.35,594.62,594.62,13825233
01-02-2019,620.06,624.52,609.78,615.39,6276585
04-02-2019,619.11,624.52,613.63,620.01,3945391
05-02-2019,618.25,622.43,611.82,611.82,4694366
06-02-2019,625.17,628.16,617.84,618.83,5880482
07-02-2019,625.75,630.21,623.29,624.97,3961797
08-02-2019,623.21,632.51,618.29,622.47,5915169
11-02-2019,624.77,629.64,621.65,628.12,5500216
12-02-2019,614.65,622.76,606.91,622.76,7310690
14-02-2019,606.13,616.74,603.84,615.10,4610535
15-02-2019,607.69,611.41,600.03,607.97,5586389
18-02-2019,606.95,612.36,602.81,608.02,5346825
19-02-2019,593.23,606.54,590.77,605.35,9401334
20-02-2019,606.66,608.55,594.67,595.44,5210675
21-02-2019,600.73,604.45,595.53,604.45,7202786
22-02-2019,601.95,604.62,596.26,599.95,3750833
25-02-2019,618.29,620.83,602.45,602.45,6547552
26-02-2019,608.14,616.41,606.21,613.13,8319610
27-02-2019,602.20,611.33,600.15,610.19,5936354
28-02-2019,601.42,608.06,599.78,605.03,8559921
01-03-2019,607.65,608.88,602.41,602.41,3998826
05-03-2019,599.95,608.14,598.11,606.50,4826505
06-03-2019,599.95,602.90,595.44,602.90,6076668
07-03-2019,592.13,601.59,590.16,601.18,5951551
08-03-2019,583.44,592.13,582.05,592.13,7193994
11-03-2019,582.54,588.48,581.03,584.22,9932198
